scope,model_name,seed,fold_id,test_subject,true_class,pred_class,count
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,0,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,1,0,5
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,1,1,14
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,1,2,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,1,3,1
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,1,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,2,0,13
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,2,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,2,2,5
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,2,3,2
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,2,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,3,0,14
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,3,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,3,2,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,3,3,6
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,3,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,4,0,1
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,4,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,4,2,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,4,3,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,4,4,19
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,0,0,15
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,0,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,0,2,4
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,0,3,1
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,0,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,1,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,1,1,14
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,1,2,5
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,1,3,1
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,1,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,2,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,2,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,2,2,17
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,2,3,3
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,2,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,3,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,3,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,3,2,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,3,3,20
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,3,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,4,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,4,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,4,2,0
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,4,3,8
fold,channel_shared_posres_attention_v3_no_residual,42,3,3,4,4,12
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,0,0,18
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,0,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,0,2,2
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,0,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,0,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,1,0,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,1,1,19
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,1,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,1,3,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,1,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,2,0,2
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,2,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,2,2,14
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,2,3,4
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,2,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,3,0,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,3,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,3,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,3,3,19
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,3,4,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,4,0,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,4,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,4,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,4,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,3,3,4,4,20
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,0,0,11
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,0,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,0,2,6
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,0,3,3
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,0,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,1,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,1,1,15
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,1,2,2
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,1,3,3
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,1,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,2,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,2,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,2,2,15
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,2,3,5
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,2,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,3,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,3,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,3,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,3,3,20
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,3,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,4,0,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,4,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,4,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,4,3,0
fold,channel_shared_posres_attention_v3_no_identity,42,3,3,4,4,20
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,0,0,11
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,0,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,0,2,4
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,0,3,5
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,0,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,1,0,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,1,1,17
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,1,2,1
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,1,3,2
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,1,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,2,0,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,2,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,2,2,14
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,2,3,6
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,2,4,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,3,0,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,3,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,3,2,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,3,3,19
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,3,4,1
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,4,0,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,4,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,4,2,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,4,3,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,3,3,4,4,20
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,0,0,13
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,0,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,0,2,7
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,0,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,0,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,1,0,1
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,1,1,19
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,1,2,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,1,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,1,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,2,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,2,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,2,2,20
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,2,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,2,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,3,0,1
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,3,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,3,2,2
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,3,3,17
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,3,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,4,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,4,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,4,2,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,4,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,4,4,4,4,20
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,0,0,17
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,0,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,4,4,0,2,2
